,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,release_year
6 Kiss,0.687,0.449,2,-10.061,1,0.154,0.109,0.0,0.282,0.229,142.048,199437,2020
What I Please (feat. Denzel Curry),0.81,0.69,10,-7.841,0,0.27,0.0373,0.0,0.106,0.618,139.97,140369,2019
Laneswitch,0.736,0.708,11,-7.737,0,0.0898,0.154,0.0,0.219,0.273,127.996,150000,2019
Live This Wild,0.697,0.685,7,-7.005,1,0.0712,0.14,0.0,0.0824,0.808,94.06,122853,2019
Audi II,0.789,0.576,10,-6.799,0,0.435,0.0382,0.0,0.136,0.423,139.964,164639,2019
NONSENSE,0.639,0.812,8,-4.113,1,0.0569,0.0773,0.0,0.115,0.5,182.016,73846,2019
JUST SAYING,0.814,0.402,1,-10.296,1,0.728,0.0812,0.0,0.0844,0.3,159.941,108554,2019
Love Me More,0.638,0.539,10,-5.853,1,0.0504,0.22,0.0,0.241,0.247,83.381,143713,2019
Tip Toe (feat. A Boogie Wit da Hoodie),0.757,0.673,1,-8.513,1,0.141,0.095,0.0,0.338,0.574,92.958,185806,2019
Hop Off A Jet (feat. Travis Scott),0.823,0.476,7,-8.951,1,0.242,0.0115,0.0,0.213,0.353,144.998,174067,2019
Famous Hoes,0.732,0.627,4,-5.693,0,0.161,0.346,0.0,0.261,0.332,81.481,135460,2019
Let Me Know (I Wonder Why Freestyle),0.635,0.537,7,-7.895,0,0.0832,0.172,0.0,0.418,0.383,125.028,215381,2019
Dyin Breed,0.77,0.599,2,-8.663,0,0.661,0.0131,0.0,0.0711,0.427,159.966,179773,2019
Hold On,0.734,0.596,1,-6.624,1,0.365,0.712,7.4e-06,0.125,0.543,82.45,226524,2014
Bleed It,0.845,0.76,1,-6.007,0,0.357,0.221,0.0,0.107,0.558,101.865,145520,2019
What's the Move (feat. Lil Uzi Vert),0.961,0.438,7,-7.877,1,0.31,0.0431,0.0,0.139,0.412,124.018,251080,2019
Out Of Luck,0.563,0.624,8,-8.271,1,0.287,0.0439,0.0,0.111,0.337,152.068,163267,2019
Bounce Out With That,0.865,0.652,8,-8.218,1,0.105,0.037,0.0,0.0925,0.372,94.946,97202,2018
RICKY,0.776,0.562,9,-6.901,1,0.363,0.0399,0.0,0.138,0.521,169.03,147867,2019
Plug Walk,0.876,0.519,11,-6.531,1,0.143,0.202,0.0,0.108,0.158,94.981,175230,2018
Splashin,0.942,0.383,10,-8.099,1,0.565,0.00195,0.0,0.0922,0.38,100.021,177806,2018
TAlk tO Me (with Rich The Kid feat. Lil Wayne) - Remix,0.698,0.66,0,-7.883,1,0.052,0.0226,0.0,0.0622,0.451,159.949,248521,2018
Through Da Storm,0.71,0.49,1,-9.832,1,0.246,0.128,0.0,0.0942,0.621,74.351,195587,2019
Goodbyes (feat. Young Thug),0.548,0.653,5,-3.875,1,0.081,0.456,0.0,0.103,0.163,150.068,174853,2019
Hollywood's Bleeding,0.405,0.646,4,-3.206,0,0.0476,0.331,0.0,0.103,0.17,130.218,156267,2019
Enemies (feat. DaBaby),0.542,0.674,6,-4.169,1,0.21,0.0588,0.0,0.0955,0.667,76.388,196760,2019
CAROUSEL,0.428,0.403,5,-5.914,0,0.209,0.229,0.0,0.22,0.133,95.387,180183,2018
The Way Life Goes (feat. Oh Wonder),0.703,0.757,1,-3.612,1,0.05,0.617,0.0,0.106,0.696,82.008,221747,2017
Elevate & Motivate,0.657,0.76,1,-3.446,1,0.0505,0.172,0.0,0.149,0.425,156.082,221781,2018
More Money More Ice,0.524,0.547,8,-10.348,1,0.423,0.0191,0.0,0.201,0.237,106.802,167943,2019
Bad Girls (feat. Gucci Mane),0.771,0.761,1,-4.727,0,0.047,0.208,0.0,0.091,0.277,131.01,219664,2019
Nowadays Pt. 2 (feat. Landon Cube),0.687,0.829,4,-3.607,0,0.0298,0.0836,0.0,0.0986,0.349,152.059,221153,2019
Heart Attack,0.585,0.895,11,-3.663,0,0.136,0.0505,0.00423,0.32,0.181,119.904,193567,2017
6 Feet,0.646,0.963,8,-0.092,1,0.288,0.00498,0.0,0.309,0.539,149.987,121913,2017
"King, Scar.",0.714,0.853,5,-4.9,0,0.304,0.205,0.0,0.116,0.178,102.034,220656,2017
GXLD,0.848,0.821,9,-3.805,1,0.27,0.103,3.03e-05,0.193,0.61,139.975,199084,2019
LIVING LEGEND,0.757,0.821,6,-6.177,1,0.167,0.0494,0.00453,0.428,0.658,139.869,150094,2019
Have Mercy,0.772,0.385,0,-8.037,0,0.324,0.0309,0.0,0.647,0.362,137.962,189400,2019
RNP (feat. Anderson .Paak),0.611,0.714,9,-4.696,0,0.856,0.184,0.0,0.145,0.628,196.043,175828,2019
LOYAL (feat. Drake),0.866,0.53,0,-6.347,0,0.0495,0.517,0.00159,0.0946,0.203,104.952,197973,2019
In My Feelings,0.735,0.482,8,-9.445,1,0.139,0.00623,0.0144,0.448,0.315,181.995,217933,2018
One Dance,0.792,0.625,1,-5.609,1,0.0536,0.00776,0.0018,0.329,0.37,103.967,173987,2016
Wet Dreamz,0.517,0.696,6,-8.241,0,0.36,0.0695,0.0,0.129,0.546,175.915,239280,2014
Suicidal,0.735,0.369,9,-9.682,0,0.0688,0.334,0.0,0.126,0.235,140.004,222997,2019
Bang Bang,0.865,0.884,5,-2.435,0,0.138,0.121,2.31e-06,0.102,0.788,95.323,222320,1999
Peta (feat. Meek Mill),0.778,0.573,10,-7.339,0,0.251,0.015,0.0,0.464,0.269,140.114,198849,2019
How I Move (feat. Lil Baby),0.826,0.635,5,-5.181,0,0.212,0.102,0.0,0.245,0.808,119.954,224916,2019
BIG,0.86,0.507,0,-5.776,0,0.369,0.0408,6.15e-06,0.14,0.15,85.005,225920,2019
Reply (feat. Lil Uzi Vert),0.512,0.623,9,-6.553,0,0.0808,0.0187,0.0,0.13,0.219,112.15,183589,2020
Train food,0.436,0.704,5,-7.217,1,0.825,0.579,5.04e-05,0.329,0.278,82.651,167640,2022
Guardian angel,0.712,0.374,0,-10.215,0,0.511,0.795,0.0,0.187,0.779,133.952,108035,2018
BAD!,0.78,0.492,5,-3.4,0,0.0671,0.0643,0.0313,0.174,0.374,143.983,94246,2018
Take A Step Back,0.8,0.591,6,-8.808,1,0.271,0.111,0.0,0.429,0.747,117.003,210387,2018
RIP Roach,0.727,0.62,8,-6.443,1,0.306,0.398,0.0,0.0926,0.555,105.003,169979,2017
Star Shopping,0.585,0.471,4,-9.934,0,0.0616,0.0967,0.0184,0.115,0.323,93.099,142000,2015
Save That Shit,0.545,0.826,1,-4.651,1,0.0491,0.138,0.0,0.338,0.487,140.02,213238,2012
witchblades,0.642,0.538,8,-7.206,1,0.0696,0.0242,0.0,0.273,0.57,143.921,150160,2019
Awful Things,0.366,0.797,1,-4.923,0,0.0812,0.0157,0.0,0.0694,0.181,169.986,214427,2017
D Rose,0.781,0.553,0,-4.277,1,0.0735,0.201,0.000233,0.383,0.308,121.968,135497,2017
Boss,0.803,0.789,10,-3.434,0,0.0383,0.0304,0.0,0.378,0.647,119.999,106021,2017
Multi Millionaire (feat. Lil Uzi Vert),0.856,0.82,1,-3.813,1,0.0962,0.0226,0.0,0.168,0.723,146.009,170959,2019
Water,0.864,0.462,9,-10.358,1,0.426,0.205,0.0,0.097,0.207,133.869,173767,2019
Drip Too Hard (Lil Baby & Gunna),0.897,0.662,1,-6.903,0,0.292,0.0852,0.0,0.534,0.389,112.511,145543,2018
Yes Indeed,0.963,0.346,5,-9.309,0,0.53,0.0355,0.0,0.108,0.562,119.957,142273,2018
Close Friends (Lil Baby & Gunna),0.676,0.578,10,-4.669,0,0.375,0.0509,0.0,0.0796,0.698,158.896,203881,2018
"Sucker for Pain (with Wiz Khalifa, Imagine Dragons, Logic & Ty Dolla $ign feat. X Ambassadors)",0.502,0.786,9,-4.378,0,0.317,0.255,0.0,0.65,0.739,169.021,243491,2016
Scared of the Dark (feat. XXXTENTACION),0.443,0.623,0,-6.717,0,0.0718,0.0468,0.0,0.247,0.156,79.365,233000,2018
Uproar,0.743,0.87,1,-2.188,1,0.212,0.0595,0.0,0.299,0.884,99.079,194184,2018
Mona Lisa (feat. Kendrick Lamar),0.856,0.694,2,-4.393,1,0.169,0.371,0.0,0.109,0.489,122.08,324189,2018
Freaky Friday (feat. Chris Brown),0.755,0.599,8,-5.042,1,0.224,0.147,0.0,0.109,0.755,133.123,216632,2018
Going Bad (feat. Drake),0.889,0.496,4,-6.365,0,0.0905,0.259,0.0,0.252,0.544,86.003,180522,2018
Dreams and Nightmares,0.631,0.774,11,-2.459,1,0.3,0.468,0.0,0.281,0.44,79.745,230693,2012
"That's My N**** (with Meek Mill, YG & Snoop Dogg)",0.723,0.732,11,-5.514,1,0.0864,0.11,0.0,0.484,0.503,104.991,199747,2017
24/7 (feat. Ella Mai),0.657,0.711,0,-5.355,1,0.374,0.0135,0.0,0.221,0.368,86.957,221522,2018
R.I.C.O. (feat. Drake),0.727,0.599,1,-6.941,1,0.327,0.317,0.0,0.219,0.386,167.909,197133,2015
Self Care,0.52,0.538,1,-8.109,1,0.206,0.367,0.00187,0.119,0.177,141.894,345133,2018
Weekend (feat. Miguel),0.843,0.435,8,-8.442,1,0.178,0.47,0.0,0.147,0.19,120.058,208080,2015
Ladders,0.802,0.463,8,-8.379,1,0.162,0.236,0.00531,0.105,0.291,103.961,287040,2018
Dang! (feat. Anderson .Paak),0.836,0.67,5,-6.907,0,0.23,0.00826,0.000355,0.0837,0.556,107.018,305350,2016
My Favorite Part,0.861,0.33,6,-7.194,1,0.0526,0.627,1.93e-06,0.14,0.718,95.016,216000,2016
FEFE,0.931,0.387,1,-9.127,1,0.412,0.088,0.0,0.136,0.376,125.978,179405,2018
BEBE,0.635,0.902,0,-3.559,1,0.109,0.172,0.0,0.125,0.286,102.063,217822,2018
KIKA,0.745,0.715,1,-3.368,0,0.245,0.128,0.0,0.182,0.342,94.513,136032,2018
BILLY,0.764,0.711,4,-3.818,0,0.288,0.175,0.0,0.105,0.774,90.076,112667,2018
MALA,0.719,0.825,5,-3.627,0,0.0424,0.689,0.0,0.103,0.789,100.006,206550,2018
GUMMO,0.66,0.775,2,-4.926,1,0.172,0.0553,0.0,0.129,0.635,157.036,157643,2017
KOODA,0.889,0.649,1,-4.409,1,0.33,0.169,0.0,0.228,0.169,91.197,142582,2018
Thotiana,0.906,0.382,10,-12.89,0,0.269,0.18,0.0,0.113,0.391,104.025,129264,2018
First Class,0.832,0.291,5,-9.272,0,0.309,0.00503,0.0,0.0796,0.29,134.065,201085,2018
Let Her Go,0.759,0.634,5,-6.609,0,0.096,0.539,0.000228,0.183,0.444,156.02,177172,2018
Pure Water (with Migos),0.682,0.559,0,-5.545,1,0.127,0.174,0.0,0.344,0.137,202.015,192471,2019
Walk It Talk It,0.907,0.633,2,-5.145,1,0.184,0.0876,2.6e-06,0.106,0.395,145.914,276147,2018
MotorSport,0.904,0.518,2,-5.32,1,0.183,0.0305,0.0,0.325,0.188,137.996,303077,2018
Stir Fry,0.817,0.816,2,-5.402,1,0.269,0.00263,0.0,0.159,0.508,181.982,190288,2018
Panda,0.576,0.766,10,-4.943,0,0.449,0.028,1.68e-06,0.366,0.236,144.833,246761,2016
Casper,0.921,0.607,1,-7.397,1,0.209,0.525,1.12e-06,0.123,0.753,140.071,197079,2018
No Brainer,0.552,0.76,0,-4.706,1,0.342,0.0733,0.0,0.0865,0.639,135.702,260000,2018
Saint,0.866,0.648,1,-3.675,1,0.0543,0.009,0.0,0.0967,0.0798,150.058,140793,2017
Champions,0.692,0.774,6,-2.48,0,0.0876,0.0623,0.0,0.873,0.349,134.952,334253,2016
FLIP THE SWITCH (feat. Drake),0.853,0.637,3,-5.924,0,0.331,0.129,0.0,0.267,0.496,86.048,156195,2018
Double Trouble (Quavo feat. Meek Mill),0.868,0.661,2,-3.67,1,0.233,0.0769,7.33e-06,0.114,0.482,165.02,176911,2019
Ric Flair Drip (with Metro Boomin),0.88,0.428,9,-8.28,1,0.206,0.149,5.05e-05,0.114,0.333,100.007,172800,2017
Clout (feat. Cardi B),0.919,0.622,1,-7.384,1,0.0997,0.228,4.24e-06,0.122,0.424,140.022,205803,2019
Hurts Like Hell (feat. Offset),0.704,0.56,1,-6.791,0,0.179,0.185,0.0,0.0948,0.609,75.003,207109,2018
Ghostface Killers (feat. Travis Scott),0.782,0.435,2,-7.033,1,0.156,0.333,1.31e-05,0.342,0.242,82.996,268933,2017
Dip (feat. Nicki Minaj),0.885,0.543,2,-6.338,1,0.2,0.0311,0.0,0.154,0.43,99.026,195992,2018
Hot Shower,0.899,0.509,9,-8.04,1,0.387,0.00157,0.0,0.0573,0.599,150.001,225924,2019
No Problem (feat. Lil Wayne & 2 Chainz),0.652,0.795,11,-5.192,0,0.174,0.156,0.0,0.123,0.788,135.018,304607,2016
Cross Me (feat. Chance the Rapper & PnB Rock),0.746,0.787,4,-6.373,1,0.12,0.214,0.0,0.0669,0.607,95.005,206187,2019
GRoCERIES,0.906,0.596,0,-5.88,0,0.243,0.0578,0.0,0.109,0.701,144.038,226846,2019
Norf Norf,0.925,0.549,7,-6.572,1,0.0656,0.396,0.000154,0.11,0.0904,100.014,183160,2015
Come Get Her,0.689,0.564,2,-6.226,1,0.136,0.187,0.0,0.0721,0.123,185.023,212947,2015
This Could Be Us,0.732,0.69,0,-4.992,0,0.134,0.291,0.0,0.116,0.758,143.072,206307,2015
Energy (Stay Far Away),0.836,0.614,8,-4.543,0,0.311,0.345,9.86e-05,0.088,0.603,101.97,199521,2018
Follow God,0.529,0.9,1,-3.503,1,0.418,0.000248,1.21e-05,0.0426,0.434,180.291,104591,2019
Life Is Good (feat. Drake),0.676,0.609,2,-5.831,0,0.481,0.0706,0.0,0.152,0.508,142.037,237735,2020
Fine China,0.656,0.542,7,-7.358,1,0.323,0.0484,0.0,0.126,0.551,166.111,141587,2018
Mask Off,0.833,0.434,2,-8.795,1,0.431,0.0102,0.0219,0.165,0.281,150.062,204600,2017
Jumpman,0.852,0.553,1,-7.286,1,0.187,0.0559,0.0,0.332,0.656,142.079,205879,2015
Low Life (feat. The Weeknd),0.722,0.331,8,-7.789,1,0.0726,0.337,0.282,0.146,0.102,143.961,313547,2016
Sum 2 Prove,0.827,0.552,4,-7.571,0,0.274,0.0169,0.0,0.122,0.408,124.011,205760,2020
Hot (Remix) [feat. Gunna and Travis Scott],0.845,0.631,7,-8.206,0,0.216,0.188,0.0,0.0806,0.545,111.983,279907,2019
NorthStar - Remix,0.867,0.811,1,-5.437,1,0.112,0.126,2.47e-06,0.0676,0.829,149.967,166407,2019
Jump Out The Window,0.747,0.704,1,-6.743,1,0.0986,0.136,0.0,0.131,0.494,136.936,213693,2017
Catch Me Outside,0.943,0.677,7,-6.033,1,0.246,0.165,0.0,0.327,0.616,112.001,145760,2018
Glow Like Dat,0.787,0.586,10,-9.64,1,0.0695,0.411,0.000311,0.118,0.581,140.036,210862,2017
UP THE SMOKE (with Offset),0.907,0.765,4,-7.043,1,0.426,0.0512,0.0,0.153,0.896,142.992,188048,2019
HEARTEATER,0.78,0.527,9,-4.702,0,0.0296,0.0563,0.000412,0.0437,0.588,99.986,136357,2019
A GHETTO CHRISTMAS CAROL,0.817,0.697,1,-5.897,1,0.211,0.074,0.00716,0.101,0.334,147.965,104960,2017
Spotlight,0.546,0.822,7,-4.483,1,0.151,0.0145,0.0,0.742,0.615,150.06,177600,2018
I've Been Waiting (w/ ILoveMakonnen & Fall Out Boy),0.741,0.845,5,-3.568,0,0.0381,0.15,0.0,0.174,0.926,129.939,233613,2019
Rubbin off the Paint,0.596,0.699,1,-8.709,1,0.348,0.00582,0.0,0.174,0.435,108.031,157505,2017
YuNg BrAtZ,0.752,0.686,9,-5.924,1,0.269,0.01,0.0,0.107,0.508,128.086,101853,2022
Crunk Ain't Dead,0.767,0.931,11,-1.472,0,0.269,0.0397,0.0,0.182,0.474,145.938,113150,2019
Career Day (with Lil Durk feat. Polo G),0.837,0.493,8,-10.128,1,0.277,0.0159,0.0,0.108,0.285,85.081,159138,2019
Home Body (feat. Gunna & TK Kravitz),0.684,0.608,0,-6.616,1,0.641,0.265,0.0,0.131,0.363,84.766,203158,2018
No Label,0.766,0.478,10,-8.287,1,0.479,0.0285,0.0,0.17,0.303,99.857,144661,2019
Die Slow (feat. 21 Savage),0.87,0.709,2,-4.684,1,0.235,0.0186,0.0,0.107,0.129,138.01,198526,2019
Bora Bora,0.678,0.623,1,-5.034,1,0.0828,0.16,0.0,0.151,0.103,160.018,162206,2019
Black and I'm Proud,0.711,0.689,4,-5.328,0,0.127,0.00647,0.000103,0.109,0.393,145.002,228467,2019
WHATS POPPIN,0.923,0.604,11,-6.671,0,0.245,0.017,0.0,0.272,0.826,145.062,139741,2020
BabyWipe,0.884,0.505,1,-8.322,1,0.265,0.0257,0.0,0.307,0.582,148.042,168627,2018
Extinction,0.549,0.497,3,-8.645,0,0.22,0.00436,0.0,0.0698,0.113,65.919,84558,2018
Homecoming,0.679,0.754,8,-6.965,1,0.186,0.323,0.0,0.126,0.905,86.993,203493,2007
Show U Off (feat. Lil Uzi Vert),0.639,0.559,1,-6.844,0,0.0513,0.0781,0.0,0.136,0.103,77.616,241237,2019
Love Sosa,0.772,0.413,0,-8.193,0,0.089,0.0361,0.0,0.111,0.211,131.965,246213,2012
Relationship (feat. Future),0.842,0.597,2,-6.336,1,0.0627,0.00252,0.0,0.124,0.298,145.992,215307,2017
Mr. Clean,0.717,0.76,9,-4.892,1,0.164,0.786,0.000188,0.107,0.669,106.32,210861,2016
YELL OH,0.851,0.537,6,-6.98,0,0.174,0.00437,0.0,0.297,0.211,149.231,238289,2020
GOODMORNINGTOKYO!,0.907,0.539,4,-7.782,1,0.36,0.0408,0.0,0.253,0.664,124.918,150115,2019
Psycho,0.543,0.729,0,-4.78,1,0.301,0.0964,0.0,0.419,0.206,166.006,178560,2016
No Sad No Bad,0.755,0.569,1,-7.996,1,0.05,0.0123,0.0,0.103,0.435,75.068,131500,2018
This Ain't That,0.716,0.68,4,-4.755,0,0.0589,0.114,0.0,0.366,0.219,76.47,207059,2019
Real Feel,0.837,0.57,2,-5.221,1,0.0767,0.372,0.0,0.0862,0.425,74.514,258552,2019
Love Sick,0.861,0.712,6,-6.72,0,0.104,0.527,4.12e-05,0.622,0.687,119.042,177981,2019
Who Needs Love,0.85,0.516,0,-7.664,0,0.0714,0.763,0.0,0.0896,0.874,108.963,158532,2019
Leray,0.774,0.195,4,-12.233,1,0.087,0.789,0.00103,0.109,0.369,132.847,122707,2019
Koi,0.645,0.497,2,-4.111,1,0.0265,0.841,0.0,0.131,0.602,120.036,149368,2020
Amazinggg,0.763,0.644,5,-5.562,0,0.0771,0.0514,0.0,0.11,0.559,134.003,122072,2020
Even Steven,0.75,0.485,1,-4.835,1,0.0679,0.0411,0.0,0.104,0.172,81.465,125890,2020
OTF KNIGHTMARE,0.732,0.607,8,-5.721,1,0.116,0.0901,0.0,0.715,0.326,149.957,156839,2020
How I Was Raised,0.633,0.687,7,-5.059,0,0.0726,0.0833,0.0,0.103,0.486,160.035,169008,2020
The Way,0.78,0.666,1,-6.222,0,0.172,0.182,1.62e-05,0.147,0.537,145.978,243287,2020
I Love You,0.732,0.736,0,-3.916,1,0.0344,0.0699,0.0,0.0899,0.472,142.976,229245,2020
Til The End of Time,0.747,0.596,7,-6.904,0,0.0292,0.182,1.11e-06,0.319,0.502,120.006,174433,2019
U Deserve It,0.817,0.509,5,-7.287,1,0.0316,0.547,4.28e-06,0.0758,0.551,110.014,244601,2019
Hate Me,0.872,0.48,10,-7.184,1,0.0664,0.406,0.0,0.109,0.61,121.013,144771,2019
All For Me,0.445,0.737,11,-5.516,0,0.483,0.505,0.0,0.0797,0.642,74.374,164780,2019
Sickening,0.78,0.679,5,-4.554,1,0.0881,0.174,0.0,0.127,0.47,139.978,193933,2019
The Grinch,0.676,0.503,8,-6.115,1,0.0971,0.137,6.36e-05,0.0981,0.196,162.85,91288,2019
RMP,0.732,0.411,0,-5.064,1,0.0648,0.433,0.0,0.369,0.0333,126.005,129524,2019
M's,0.781,0.672,1,-4.159,1,0.256,0.719,0.0,0.275,0.757,140.281,113143,2019
Bust Down Deux,0.744,0.677,5,-4.605,1,0.0873,0.181,0.0,0.158,0.417,155.954,135479,2019
The Jungle Book,0.686,0.648,1,-6.055,1,0.0913,0.0491,0.0,0.382,0.0538,85.004,159556,2019
Chosen,0.848,0.454,2,-6.934,1,0.151,0.596,0.0,0.121,0.558,116.968,184615,2019
Abandoned,0.801,0.153,9,-8.492,1,0.0428,0.926,0.0,0.109,0.429,130.18,240048,2019
Can You Rap Like Me - Pt. 2,0.772,0.875,1,-5.534,1,0.397,0.232,0.0,0.108,0.616,101.989,132023,2019
Go Stupid (feat. NLE Choppa & Mike WiLL Made-It),0.92,0.833,1,-3.18,1,0.253,0.0277,0.0,0.0596,0.645,141.034,165726,2020
YES! (feat. Rich The Kid & K CAMP),0.758,0.666,8,-8.086,1,0.14,0.0318,0.00418,0.33,0.701,162.083,195397,2020
After Hours,0.663,0.567,5,-5.941,0,0.0309,0.0938,0.00978,0.124,0.139,108.959,361947,2020
Red Eye,0.774,0.778,9,-4.583,1,0.357,0.351,0.0,0.186,0.919,160.018,195000,2021
beamer boy,0.743,0.732,8,-4.511,1,0.104,0.0509,1.77e-05,0.227,0.339,123.994,203373,2017
"Numbers (feat. Roddy Ricch, Gunna and London On Da Track)",0.819,0.654,11,-6.665,0,0.136,0.517,0.0,0.0996,0.455,133.503,188563,2020
Still Be Friends (feat. Tory Lanez & Tyga),0.803,0.759,7,-4.692,0,0.0494,0.00509,0.0,0.0921,0.284,104.0,213308,2020
Dior (with Gunna) - Remix,0.73,0.816,7,-5.402,1,0.304,0.177,1.23e-05,0.415,0.803,142.054,230387,2020
THOT!,0.946,0.592,8,-7.908,1,0.23,0.0178,3.22e-06,0.46,0.418,100.023,159709,2019
I'm Still,0.631,0.672,11,-4.583,1,0.0347,0.0811,0.0,0.154,0.282,119.948,192859,2018
Sauce It Up,0.813,0.528,6,-6.305,0,0.313,0.0715,0.0,0.125,0.131,79.532,207039,2017
Wish - Trippie Mix,0.561,0.832,9,-7.661,1,0.0717,0.232,0.0,0.107,0.666,93.991,176874,2018
Make Believe,0.465,0.84,0,-4.35,1,0.0722,0.125,0.0,0.138,0.672,83.981,142026,2019
Blueberry Faygo,0.774,0.554,0,-7.909,1,0.0383,0.207,0.0,0.132,0.349,99.034,162547,2020
SHUT UP,0.871,0.555,1,-5.968,1,0.248,0.203,0.0,0.118,0.248,129.973,170192,2020
Bat Man,0.782,0.67,1,-4.332,0,0.358,0.118,0.0,0.0956,0.745,172.006,178655,2020
Knocked Off,0.752,0.653,6,-4.607,0,0.293,0.0647,0.0,0.125,0.569,165.046,127983,2020
Give No Fxk,0.904,0.627,1,-5.608,1,0.222,0.0303,5.68e-06,0.0923,0.236,145.976,224243,2020
TOES (feat. Lil Baby & Moneybagg Yo),0.816,0.582,8,-4.141,1,0.341,0.0794,5.84e-06,0.0916,0.542,160.004,136366,2019
Might Not Give Up (feat. Young Thug),0.687,0.592,2,-6.378,1,0.224,0.203,0.0,0.279,0.246,178.83,225266,2020
Broke In A Minute,0.929,0.7,0,-5.595,0,0.0906,0.144,0.0,0.349,0.802,120.009,132024,2020
U Played (feat. Lil Baby),0.874,0.847,2,-3.574,1,0.233,0.00341,0.0,0.29,0.881,134.965,164754,2020
Revenge,0.684,0.501,10,-8.977,1,0.0718,0.173,1.62e-05,0.254,0.206,119.303,172382,2018
Value,0.766,0.888,1,-2.767,1,0.135,0.104,2.73e-06,0.124,0.268,129.997,166040,2020
Heart On Ice (feat. Lil Durk) - Remix,0.762,0.372,10,-11.26,0,0.174,0.165,0.0,0.139,0.315,79.037,195190,2019
Plain Jane,0.797,0.844,11,-5.482,1,0.275,0.0651,0.0,0.087,0.52,170.142,173600,2017
Shake The Room (feat. Quavo),0.733,0.684,2,-4.748,1,0.177,0.142,0.0,0.179,0.437,142.04,165640,2020
Talkin,0.882,0.625,9,-8.878,1,0.293,0.0677,0.0,0.482,0.935,129.965,125543,2020
Exotic,0.807,0.687,11,-4.349,1,0.109,0.000852,0.0,0.0554,0.184,130.073,162230,2018
Apollo,0.774,0.617,2,-5.559,1,0.353,0.0163,0.0,0.418,0.218,142.666,208399,2020
Orlando,0.57,0.0279,1,-22.282,1,0.0588,0.859,0.0892,0.254,0.28,84.902,163840,2017
90210 (feat. Kacy Hill),0.402,0.526,9,-6.741,0,0.0904,0.113,8.33e-06,0.105,0.312,81.404,339067,2015
Lil Boat,0.764,0.672,6,-4.274,0,0.0655,0.0166,1.06e-06,0.103,0.594,150.021,180813,2018
Glass in the Face,0.796,0.727,3,-4.598,0,0.235,0.235,0.0,0.13,0.299,109.334,185380,2020
Gangsta's Cry,0.745,0.74,1,-3.851,1,0.282,0.166,0.0,0.267,0.512,159.951,217784,2020
In This Bitch,0.672,0.943,8,-6.406,1,0.306,0.0221,0.0,0.33,0.114,137.987,152730,2018
Death Row,0.864,0.466,11,-7.354,1,0.613,0.00414,1.56e-06,0.0853,0.424,150.062,192010,2018
Party in Heaven,0.615,0.672,6,-4.966,1,0.329,0.009,0.0,0.0978,0.308,83.312,196433,2020
PTSD,0.599,0.622,10,-4.313,0,0.264,0.124,0.00278,0.158,0.199,91.615,199827,2019
By Any Means,0.672,0.878,6,-3.911,1,0.305,0.0273,0.0,0.785,0.536,77.003,263253,2011
Gangbangin',0.732,0.7,3,-4.291,0,0.307,0.0411,0.0,0.36,0.41,152.943,154561,2020
Lawyer Fees,0.815,0.546,9,-5.053,1,0.172,0.176,0.0,0.109,0.182,141.074,247740,2020
Feelings,0.679,0.805,1,-4.759,1,0.386,0.092,0.0,0.352,0.498,89.848,216108,2020
High Speed,0.789,0.898,10,-4.615,0,0.195,0.1,0.0,0.0801,0.651,91.823,359933,1999
Shooter,0.684,0.66,2,-6.025,1,0.323,0.245,4.93e-06,0.296,0.735,81.034,275267,2005
Intuition,0.602,0.779,5,-3.429,1,0.409,0.18,0.0,0.159,0.69,149.726,246046,2020
Get Ugly,0.681,0.414,1,-6.944,0,0.223,0.177,0.0,0.178,0.0734,148.03,155832,2020
Heatin Up (feat. Gunna),0.788,0.436,1,-9.435,1,0.364,0.0611,0.0,0.0979,0.341,129.847,177314,2020
How,0.78,0.846,9,-5.149,0,0.225,0.0869,0.0,0.174,0.546,89.995,150839,2020
Grace (feat. 42 Dugg),0.817,0.513,10,-6.263,0,0.394,0.38,0.0,0.109,0.177,123.029,203438,2020
Live Off My Closet (feat. Future),0.807,0.678,6,-3.244,0,0.177,0.0345,0.0,0.0986,0.21,147.004,173061,2020
Same Thing,0.902,0.85,7,-6.39,1,0.358,0.0389,0.0,0.0838,0.556,120.132,162791,2020
Emotionally Scarred,0.585,0.641,6,-4.269,0,0.133,0.0286,0.0,0.316,0.266,88.284,197530,2020
Commercial (feat. Lil Uzi Vert),0.892,0.486,11,-8.637,0,0.384,0.048,0.0,0.146,0.535,120.998,214215,2020
Can't Explain,0.642,0.372,10,-10.201,1,0.582,0.0365,0.0,0.149,0.119,160.009,181341,2020
No Sucker (feat. Moneybagg Yo),0.9,0.846,0,-4.884,1,0.224,0.025,0.0,0.204,0.851,129.966,188607,2020
We Should (feat. Young Thug),0.562,0.604,9,-7.498,0,0.197,0.326,0.0,0.416,0.562,83.355,176540,2020
"Catch The Sun - From ""Queen & Slim: The Soundtrack""",0.466,0.653,1,-6.679,1,0.123,0.116,0.0,0.14,0.112,82.463,182330,2020
Gang Signs,0.82,0.793,0,-5.77,1,0.0975,0.0145,0.0,0.362,0.531,85.009,169783,2020
